date,transaction_id,store_id,product_category,units_sold,unit_price,cost_per_unit,store_name,city,region,store_size_sqft,opening_date,revenue,cost,profit
14-07-2023,5631,1008,Furniture,18,1985.27,1190.49,Store_1008,Bangalore,West,4993,18-08-2017,35734.86,21428.82,14306.04
27-01-2024,5632,1039,Groceries,14,221.12,746.37,Store_1039,Hyderabad,West,4065,29-03-2018,3095.68,10449.18,-7353.5
20-03-2023,5633,1025,Groceries,12,1011.62,269.84,Store_1025,Pune,South,3695,22-08-2022,12139.44,3238.08,8901.36
04-11-2023,5634,1016,Clothing,12,1066.68,95.37,Store_1016,Hyderabad,East,3062,20-05-2017,12800.16,1144.44,11655.72
25-07-2023,5635,1035,Clothing,6,1618.84,370.22,Store_1035,Pune,West,1378,17-11-2023,9713.04,2221.32,7491.72
21-09-2023,5636,1017,Clothing,4,569.4,530.18,Store_1017,Pune,East,4884,13-10-2022,2277.6,2120.72,156.88
13-05-2023,5637,1018,Sports,15,185.28,220.88,Store_1018,Pune,South,1064,28-01-2016,2779.2,3313.2,-534
08-06-2023,5638,1027,Sports,15,661.83,360.41,Store_1027,Hyderabad,South,4134,17-10-2017,9927.45,5406.15,4521.3
04-08-2023,5639,1015,Furniture,17,1968.66,152.81,Store_1015,Mumbai,West,2180,02-02-2016,33467.22,2597.77,30869.45
14-02-2024,5640,1017,Sports,3,1803.91,799.81,Store_1017,Pune,East,4884,13-10-2022,5411.73,2399.43,3012.3
15-06-2023,5641,1043,Clothing,10,820.73,215.69,Store_1043,Kolkata,East,1200,10-03-2022,8207.3,2156.9,6050.4
24-04-2023,5642,1005,Furniture,8,1758.73,1121.87,Store_1005,Kolkata,South,1878,10-03-2020,14069.84,8974.96,5094.88
08-01-2023,5643,1016,Furniture,9,113.87,519,Store_1016,Hyderabad,East,3062,20-05-2017,1024.83,4671,-3646.17
25-02-2023,5644,1015,Electronics,3,662.7,1017.93,Store_1015,Mumbai,West,2180,02-02-2016,1988.1,3053.79,-1065.69
07-12-2023,5645,1042,Sports,1,1467.28,1327.3,Store_1042,Bangalore,West,3182,25-12-2019,1467.28,1327.3,139.98
16-01-2023,5646,1046,Groceries,11,481.83,156.44,Store_1046,Delhi,East,3977,17-05-2019,5300.13,1720.84,3579.29
09-06-2023,5647,1034,Groceries,13,436.86,1483.83,Store_1034,Hyderabad,South,3336,06-08-2019,5679.18,19289.79,-13610.61
23-09-2023,5648,1048,Electronics,12,1730.52,978.51,Store_1048,Hyderabad,North,4119,17-05-2022,20766.24,11742.12,9024.12
26-01-2023,5649,1019,Clothing,7,1251.11,108.45,Store_1019,Mumbai,North,4928,26-07-2015,8757.77,759.15,7998.62
08-04-2023,5650,1008,Electronics,2,1978.59,491.58,Store_1008,Bangalore,West,4993,18-08-2017,3957.18,983.16,2974.02
15-03-2023,5651,1047,Clothing,1,312.61,1332.78,Store_1047,Mumbai,West,4104,19-05-2023,312.61,1332.78,-1020.17
20-01-2023,5652,1010,Sports,3,744.45,906.46,Store_1010,Kolkata,East,1763,25-01-2019,2233.35,2719.38,-486.03
17-01-2024,5653,1005,Sports,4,656.87,452.22,Store_1005,Kolkata,South,1878,10-03-2020,2627.48,1808.88,818.6
27-06-2023,5654,1048,Furniture,17,1766.26,1412.53,Store_1048,Hyderabad,North,4119,17-05-2022,30026.42,24013.01,6013.41
12-05-2023,5655,1026,Furniture,18,547.83,1187.26,Store_1026,Kolkata,South,2495,17-07-2016,9860.94,21370.68,-11509.74
01-06-2023,5656,1022,Furniture,17,739.25,1111.24,Store_1022,Delhi,West,2367,18-01-2023,12567.25,18891.08,-6323.83
25-07-2023,5657,1044,Furniture,19,328.53,1335.99,Store_1044,Bangalore,West,2863,22-06-2022,6242.07,25383.81,-19141.74
14-08-2023,5658,1023,Groceries,4,1562.03,1161.58,Store_1023,Hyderabad,West,2152,24-01-2019,6248.12,4646.32,1601.8
08-09-2023,5659,1013,Furniture,17,513.52,451.51,Store_1013,Pune,West,1492,17-05-2016,8729.84,7675.67,1054.17
06-01-2024,5660,1009,Furniture,2,183.22,888.31,Store_1009,Bangalore,West,3264,14-04-2022,366.44,1776.62,-1410.18
22-08-2023,5661,1049,Furniture,10,898.46,1268.16,Store_1049,Delhi,South,1502,06-03-2017,8984.6,12681.6,-3697
03-04-2023,5662,1020,Clothing,12,813.34,295.85,Store_1020,Hyderabad,West,4910,04-11-2017,9760.08,3550.2,6209.88
13-09-2023,5663,1028,Furniture,13,396.34,269.64,Store_1028,Delhi,South,2162,06-04-2015,5152.42,3505.32,1647.1
31-08-2023,5664,1044,Electronics,11,310.52,263.7,Store_1044,Bangalore,West,2863,22-06-2022,3415.72,2900.7,515.02
16-01-2023,5665,1037,Furniture,8,1798.29,315.56,Store_1037,Pune,South,4561,25-11-2017,14386.32,2524.48,11861.84
05-04-2023,5666,1024,Furniture,5,182.3,181.75,Store_1024,Mumbai,South,3027,13-05-2017,911.5,908.75,2.75
28-02-2023,5667,1044,Groceries,2,243.66,1261.31,Store_1044,Bangalore,West,2863,22-06-2022,487.32,2522.62,-2035.3
12-02-2024,5668,1033,Furniture,12,527.84,1232.93,Store_1033,Hyderabad,South,1418,28-08-2022,6334.08,14795.16,-8461.08
14-09-2023,5669,1020,Clothing,2,1908.04,252.51,Store_1020,Hyderabad,West,4910,04-11-2017,3816.08,505.02,3311.06
16-01-2023,5670,1048,Sports,6,216.5,1067.14,Store_1048,Hyderabad,North,4119,17-05-2022,1299,6402.84,-5103.84
30-08-2023,5671,1030,Furniture,19,1641.23,951.65,Store_1030,Bangalore,South,3640,24-10-2019,31183.37,18081.35,13102.02
20-08-2023,5672,1044,Furniture,12,1789.5,436.01,Store_1044,Bangalore,West,2863,22-06-2022,21474,5232.12,16241.88
02-01-2024,5673,1009,Furniture,13,786.84,364.23,Store_1009,Bangalore,West,3264,14-04-2022,10228.92,4734.99,5493.93
13-12-2023,5674,1045,Groceries,17,623.09,398.36,Store_1045,Kolkata,South,1779,17-02-2022,10592.53,6772.12,3820.41
06-11-2023,5675,1049,Sports,12,1370.89,1104.03,Store_1049,Delhi,South,1502,06-03-2017,16450.68,13248.36,3202.32
19-01-2023,5676,1017,Groceries,3,1420.14,499.4,Store_1017,Pune,East,4884,13-10-2022,4260.42,1498.2,2762.22
27-02-2023,5677,1036,Groceries,8,1570.96,438.6,Store_1036,Pune,South,2796,24-06-2016,12567.68,3508.8,9058.88
25-02-2023,5678,1014,Groceries,16,1669.61,63.05,Store_1014,Kolkata,North,4112,15-09-2022,26713.76,1008.8,25704.96
03-05-2023,5679,1019,Clothing,4,573.37,1365.11,Store_1019,Mumbai,North,4928,26-07-2015,2293.48,5460.44,-3166.96
06-09-2023,5680,1007,Sports,13,1389.58,1136.48,Store_1007,Bangalore,South,1791,20-04-2019,18064.54,14774.24,3290.3
22-01-2024,5681,1003,Clothing,8,313.07,724.99,Store_1003,Bangalore,South,4820,16-11-2020,2504.56,5799.92,-3295.36
20-07-2023,5682,1033,Clothing,1,1045.93,1416.1,Store_1033,Hyderabad,South,1418,28-08-2022,1045.93,1416.1,-370.17
29-05-2023,5683,1044,Sports,3,1245.13,461.49,Store_1044,Bangalore,West,2863,22-06-2022,3735.39,1384.47,2350.92
16-08-2023,5684,1032,Clothing,1,365.38,1021.82,Store_1032,Mumbai,East,2698,28-03-2021,365.38,1021.82,-656.44
12-05-2023,5685,1047,Sports,15,199.19,478.57,Store_1047,Mumbai,West,4104,19-05-2023,2987.85,7178.55,-4190.7
13-02-2024,5686,1011,Furniture,18,429.76,492.42,Store_1011,Hyderabad,West,3235,14-05-2022,7735.68,8863.56,-1127.88
25-09-2023,5687,1042,Groceries,3,870.15,1271.72,Store_1042,Bangalore,West,3182,25-12-2019,2610.45,3815.16,-1204.71
14-07-2023,5688,1002,Clothing,15,1781.29,1186.92,Store_1002,Kolkata,South,3767,15-03-2017,26719.35,17803.8,8915.55
17-10-2023,5689,1026,Sports,5,1087.23,462.34,Store_1026,Kolkata,South,2495,17-07-2016,5436.15,2311.7,3124.45
27-11-2023,5690,1004,Electronics,10,1509.56,149.64,Store_1004,Kolkata,North,1337,24-06-2022,15095.6,1496.4,13599.2
02-06-2023,5691,1017,Clothing,7,389.58,555.65,Store_1017,Pune,East,4884,13-10-2022,2727.06,3889.55,-1162.49
06-07-2023,5692,1017,Clothing,8,256.66,1147.28,Store_1017,Pune,East,4884,13-10-2022,2053.28,9178.24,-7124.96
19-07-2023,5693,1028,Sports,3,517.25,177.8,Store_1028,Delhi,South,2162,06-04-2015,1551.75,533.4,1018.35
31-07-2023,5694,1030,Electronics,18,662.07,1017.99,Store_1030,Bangalore,South,3640,24-10-2019,11917.26,18323.82,-6406.56
17-08-2023,5695,1040,Electronics,17,1118.8,1337.95,Store_1040,Hyderabad,South,3088,19-09-2019,19019.6,22745.15,-3725.55
01-12-2023,5696,1023,Furniture,16,1768.42,293.46,Store_1023,Hyderabad,West,2152,24-01-2019,28294.72,4695.36,23599.36
10-02-2023,5697,1046,Clothing,13,880.88,1297.44,Store_1046,Delhi,East,3977,17-05-2019,11451.44,16866.72,-5415.28
22-08-2023,5698,1024,Groceries,4,1061.66,105.5,Store_1024,Mumbai,South,3027,13-05-2017,4246.64,422,3824.64
22-12-2023,5699,1029,Clothing,3,59,1010.31,Store_1029,Delhi,West,2522,07-04-2020,177,3030.93,-2853.93
18-02-2024,5700,1004,Groceries,11,114.96,1192.83,Store_1004,Kolkata,North,1337,24-06-2022,1264.56,13121.13,-11856.57
30-01-2024,5701,1038,Groceries,2,213.35,683.81,Store_1038,Bangalore,South,3278,16-01-2022,426.7,1367.62,-940.92
21-03-2023,5702,1029,Sports,18,1413.04,329.48,Store_1029,Delhi,West,2522,07-04-2020,25434.72,5930.64,19504.08
16-10-2023,5703,1019,Clothing,4,998.07,1389.35,Store_1019,Mumbai,North,4928,26-07-2015,3992.28,5557.4,-1565.12
20-01-2024,5704,1027,Sports,17,426.27,59.35,Store_1027,Hyderabad,South,4134,17-10-2017,7246.59,1008.95,6237.64
31-12-2023,5705,1029,Furniture,6,1205.57,845.95,Store_1029,Delhi,West,2522,07-04-2020,7233.42,5075.7,2157.72
23-06-2023,5706,1036,Groceries,10,1111.99,578.09,Store_1036,Pune,South,2796,24-06-2016,11119.9,5780.9,5339
14-01-2024,5707,1035,Electronics,11,223.16,707.75,Store_1035,Pune,West,1378,17-11-2023,2454.76,7785.25,-5330.49
30-10-2023,5708,1006,Groceries,5,1298.8,818.75,Store_1006,Mumbai,North,2076,05-08-2022,6494,4093.75,2400.25
23-01-2024,5709,1023,Furniture,18,1545.95,816.08,Store_1023,Hyderabad,West,2152,24-01-2019,27827.1,14689.44,13137.66
24-03-2023,5710,1039,Groceries,10,608.78,329.33,Store_1039,Hyderabad,West,4065,29-03-2018,6087.8,3293.3,2794.5
22-08-2023,5711,1046,Sports,9,1390.6,1029.16,Store_1046,Delhi,East,3977,17-05-2019,12515.4,9262.44,3252.96
16-06-2023,5712,1044,Clothing,16,439.45,58.15,Store_1044,Bangalore,West,2863,22-06-2022,7031.2,930.4,6100.8
07-06-2023,5713,1048,Electronics,10,1525.62,61.14,Store_1048,Hyderabad,North,4119,17-05-2022,15256.2,611.4,14644.8
15-01-2024,5714,1008,Sports,10,1827.96,733.38,Store_1008,Bangalore,West,4993,18-08-2017,18279.6,7333.8,10945.8
13-07-2023,5715,1002,Clothing,4,911.64,826.6,Store_1002,Kolkata,South,3767,15-03-2017,3646.56,3306.4,340.16
27-03-2023,5716,1013,Electronics,14,527.01,434.09,Store_1013,Pune,West,1492,17-05-2016,7378.14,6077.26,1300.88
06-07-2023,5717,1040,Furniture,8,828.39,840.96,Store_1040,Hyderabad,South,3088,19-09-2019,6627.12,6727.68,-100.56
04-07-2023,5718,1021,Groceries,1,537.65,788.68,Store_1021,Kolkata,South,3568,25-02-2020,537.65,788.68,-251.03
21-04-2023,5719,1031,Electronics,16,52.42,543.35,Store_1031,Bangalore,North,1391,07-12-2021,838.72,8693.6,-7854.88
13-02-2023,5720,1048,Furniture,17,1318.39,988.11,Store_1048,Hyderabad,North,4119,17-05-2022,22412.63,16797.87,5614.76
28-11-2023,5721,1036,Clothing,10,132.93,1438.17,Store_1036,Pune,South,2796,24-06-2016,1329.3,14381.7,-13052.4
26-09-2023,5722,1048,Electronics,6,460.26,751.48,Store_1048,Hyderabad,North,4119,17-05-2022,2761.56,4508.88,-1747.32
22-04-2023,5723,1038,Furniture,7,1458.78,1185.49,Store_1038,Bangalore,South,3278,16-01-2022,10211.46,8298.43,1913.03
14-05-2023,5724,1027,Clothing,18,1348.16,393.97,Store_1027,Hyderabad,South,4134,17-10-2017,24266.88,7091.46,17175.42
10-10-2023,5725,1036,Sports,2,192.99,1150.07,Store_1036,Pune,South,2796,24-06-2016,385.98,2300.14,-1914.16
16-01-2024,5726,1048,Groceries,9,1337.11,983.89,Store_1048,Hyderabad,North,4119,17-05-2022,12033.99,8855.01,3178.98
07-11-2023,5727,1023,Furniture,5,1864.62,970.36,Store_1023,Hyderabad,West,2152,24-01-2019,9323.1,4851.8,4471.3
26-12-2023,5728,1021,Sports,8,195.28,1342.76,Store_1021,Kolkata,South,3568,25-02-2020,1562.24,10742.08,-9179.84
17-04-2023,5729,1013,Clothing,5,860.59,373.02,Store_1013,Pune,West,1492,17-05-2016,4302.95,1865.1,2437.85
26-06-2023,5730,1037,Electronics,15,1472.4,571.62,Store_1037,Pune,South,4561,25-11-2017,22086,8574.3,13511.7
25-01-2023,5731,1047,Groceries,8,1352.06,152.11,Store_1047,Mumbai,West,4104,19-05-2023,10816.48,1216.88,9599.6
10-09-2023,5732,1026,Clothing,5,491.7,1097.4,Store_1026,Kolkata,South,2495,17-07-2016,2458.5,5487,-3028.5
04-03-2023,5733,1040,Furniture,5,367.98,1270.48,Store_1040,Hyderabad,South,3088,19-09-2019,1839.9,6352.4,-4512.5
13-01-2024,5734,1007,Groceries,17,1579.28,626.58,Store_1007,Bangalore,South,1791,20-04-2019,26847.76,10651.86,16195.9
27-09-2023,5735,1046,Sports,9,1914.68,554.54,Store_1046,Delhi,East,3977,17-05-2019,17232.12,4990.86,12241.26
29-10-2023,5736,1039,Groceries,2,1546.79,998.22,Store_1039,Hyderabad,West,4065,29-03-2018,3093.58,1996.44,1097.14
06-03-2023,5737,1022,Sports,1,1928.25,141.12,Store_1022,Delhi,West,2367,18-01-2023,1928.25,141.12,1787.13
18-02-2024,5738,1039,Clothing,11,1229.74,461.95,Store_1039,Hyderabad,West,4065,29-03-2018,13527.14,5081.45,8445.69
13-10-2023,5739,1023,Electronics,15,1861.74,568.33,Store_1023,Hyderabad,West,2152,24-01-2019,27926.1,8524.95,19401.15
02-03-2023,5740,1030,Groceries,1,1396.35,792.33,Store_1030,Bangalore,South,3640,24-10-2019,1396.35,792.33,604.02
06-09-2023,5741,1018,Electronics,7,1822.33,730.56,Store_1018,Pune,South,1064,28-01-2016,12756.31,5113.92,7642.39
19-12-2023,5742,1042,Electronics,19,365.1,336.76,Store_1042,Bangalore,West,3182,25-12-2019,6936.9,6398.44,538.46
02-12-2023,5743,1018,Groceries,15,1640.35,824.96,Store_1018,Pune,South,1064,28-01-2016,24605.25,12374.4,12230.85
21-04-2023,5744,1046,Groceries,6,433.65,1391.03,Store_1046,Delhi,East,3977,17-05-2019,2601.9,8346.18,-5744.28
09-11-2023,5745,1010,Electronics,10,103.49,69.82,Store_1010,Kolkata,East,1763,25-01-2019,1034.9,698.2,336.7
25-11-2023,5746,1039,Furniture,12,1059.29,1030.05,Store_1039,Hyderabad,West,4065,29-03-2018,12711.48,12360.6,350.88
07-11-2023,5747,1030,Furniture,13,670.59,948.32,Store_1030,Bangalore,South,3640,24-10-2019,8717.67,12328.16,-3610.49
24-04-2023,5748,1026,Groceries,15,134.89,1388.91,Store_1026,Kolkata,South,2495,17-07-2016,2023.35,20833.65,-18810.3
07-02-2024,5749,1007,Electronics,19,1961.59,978.66,Store_1007,Bangalore,South,1791,20-04-2019,37270.21,18594.54,18675.67
06-02-2024,5750,1007,Electronics,17,1349.61,948.52,Store_1007,Bangalore,South,1791,20-04-2019,22943.37,16124.84,6818.53
02-05-2023,5751,1005,Clothing,13,1808.53,1161.61,Store_1005,Kolkata,South,1878,10-03-2020,23510.89,15100.93,8409.96
14-02-2024,5752,1001,Electronics,2,1998.21,423.67,Store_1001,Hyderabad,South,4796,18-10-2019,3996.42,847.34,3149.08
24-10-2023,5753,1046,Furniture,18,814.34,905.73,Store_1046,Delhi,East,3977,17-05-2019,14658.12,16303.14,-1645.02
18-09-2023,5754,1018,Clothing,11,546.74,793.55,Store_1018,Pune,South,1064,28-01-2016,6014.14,8729.05,-2714.91
22-01-2023,5755,1013,Furniture,5,408.57,674.55,Store_1013,Pune,West,1492,17-05-2016,2042.85,3372.75,-1329.9
09-01-2023,5756,1025,Sports,4,1054.61,146.85,Store_1025,Pune,South,3695,22-08-2022,4218.44,587.4,3631.04
01-11-2023,5757,1040,Groceries,2,1231.86,460.16,Store_1040,Hyderabad,South,3088,19-09-2019,2463.72,920.32,1543.4
12-05-2023,5758,1008,Sports,16,971.22,441.57,Store_1008,Bangalore,West,4993,18-08-2017,15539.52,7065.12,8474.4
07-11-2023,5759,1010,Groceries,7,805.14,1094.65,Store_1010,Kolkata,East,1763,25-01-2019,5635.98,7662.55,-2026.57
13-03-2023,5760,1032,Furniture,8,378.13,1383.36,Store_1032,Mumbai,East,2698,28-03-2021,3025.04,11066.88,-8041.84
07-03-2023,5761,1017,Furniture,8,911.63,369.26,Store_1017,Pune,East,4884,13-10-2022,7293.04,2954.08,4338.96
17-02-2023,5762,1038,Sports,2,216.22,139.7,Store_1038,Bangalore,South,3278,16-01-2022,432.44,279.4,153.04
27-05-2023,5763,1015,Groceries,15,1736.84,1499.94,Store_1015,Mumbai,West,2180,02-02-2016,26052.6,22499.1,3553.5
24-11-2023,5764,1015,Groceries,5,141.46,1046.07,Store_1015,Mumbai,West,2180,02-02-2016,707.3,5230.35,-4523.05
09-04-2023,5765,1048,Clothing,19,792.26,1333.11,Store_1048,Hyderabad,North,4119,17-05-2022,15052.94,25329.09,-10276.15
21-08-2023,5766,1040,Electronics,10,245.27,241.5,Store_1040,Hyderabad,South,3088,19-09-2019,2452.7,2415,37.7
24-07-2023,5767,1020,Clothing,9,1561.21,1207.13,Store_1020,Hyderabad,West,4910,04-11-2017,14050.89,10864.17,3186.72
27-08-2023,5768,1015,Furniture,8,659.84,1225.59,Store_1015,Mumbai,West,2180,02-02-2016,5278.72,9804.72,-4526
08-09-2023,5769,1035,Sports,5,270.56,252.69,Store_1035,Pune,West,1378,17-11-2023,1352.8,1263.45,89.35
10-07-2023,5770,1006,Groceries,19,1086.41,267.26,Store_1006,Mumbai,North,2076,05-08-2022,20641.79,5077.94,15563.85
22-01-2024,5771,1030,Clothing,13,1836.74,464.31,Store_1030,Bangalore,South,3640,24-10-2019,23877.62,6036.03,17841.59
25-04-2023,5772,1008,Sports,14,1821.86,348.68,Store_1008,Bangalore,West,4993,18-08-2017,25506.04,4881.52,20624.52
06-05-2023,5773,1031,Sports,8,536.82,1463.85,Store_1031,Bangalore,North,1391,07-12-2021,4294.56,11710.8,-7416.24
18-09-2023,5774,1048,Electronics,16,1453.34,563.53,Store_1048,Hyderabad,North,4119,17-05-2022,23253.44,9016.48,14236.96
10-01-2023,5775,1047,Groceries,5,109.05,1149.12,Store_1047,Mumbai,West,4104,19-05-2023,545.25,5745.6,-5200.35
15-12-2023,5776,1032,Sports,1,307.11,1213.42,Store_1032,Mumbai,East,2698,28-03-2021,307.11,1213.42,-906.31
13-01-2023,5777,1045,Groceries,19,1023.97,597.33,Store_1045,Kolkata,South,1779,17-02-2022,19455.43,11349.27,8106.16
28-06-2023,5778,1015,Clothing,19,496.08,1033.4,Store_1015,Mumbai,West,2180,02-02-2016,9425.52,19634.6,-10209.08
26-12-2023,5779,1018,Sports,17,1606.61,188.47,Store_1018,Pune,South,1064,28-01-2016,27312.37,3203.99,24108.38
11-10-2023,5780,1013,Sports,10,1865.59,613.53,Store_1013,Pune,West,1492,17-05-2016,18655.9,6135.3,12520.6
08-02-2023,5781,1024,Clothing,5,58.45,1451.95,Store_1024,Mumbai,South,3027,13-05-2017,292.25,7259.75,-6967.5
21-01-2023,5782,1040,Groceries,7,504.19,277.74,Store_1040,Hyderabad,South,3088,19-09-2019,3529.33,1944.18,1585.15
28-04-2023,5783,1014,Groceries,16,907.13,597,Store_1014,Kolkata,North,4112,15-09-2022,14514.08,9552,4962.08
26-07-2023,5784,1028,Sports,3,1148,1192.07,Store_1028,Delhi,South,2162,06-04-2015,3444,3576.21,-132.21
11-01-2024,5785,1011,Clothing,12,1836.01,1008.17,Store_1011,Hyderabad,West,3235,14-05-2022,22032.12,12098.04,9934.08
07-06-2023,5786,1006,Furniture,14,1789.17,958.33,Store_1006,Mumbai,North,2076,05-08-2022,25048.38,13416.62,11631.76
30-03-2023,5787,1025,Groceries,1,1292.48,1284.29,Store_1025,Pune,South,3695,22-08-2022,1292.48,1284.29,8.19
24-09-2023,5788,1001,Furniture,7,551.91,72.77,Store_1001,Hyderabad,South,4796,18-10-2019,3863.37,509.39,3353.98
07-01-2023,5789,1025,Sports,18,1577.41,1163.61,Store_1025,Pune,South,3695,22-08-2022,28393.38,20944.98,7448.4
27-11-2023,5790,1002,Furniture,4,445.17,1327.35,Store_1002,Kolkata,South,3767,15-03-2017,1780.68,5309.4,-3528.72
10-07-2023,5791,1032,Furniture,16,1932.09,53.78,Store_1032,Mumbai,East,2698,28-03-2021,30913.44,860.48,30052.96
09-01-2023,5792,1013,Groceries,11,61.39,851.68,Store_1013,Pune,West,1492,17-05-2016,675.29,9368.48,-8693.19
05-08-2023,5793,1033,Sports,18,1161.05,542.43,Store_1033,Hyderabad,South,1418,28-08-2022,20898.9,9763.74,11135.16
04-10-2023,5794,1032,Furniture,16,222.37,104.62,Store_1032,Mumbai,East,2698,28-03-2021,3557.92,1673.92,1884
10-12-2023,5795,1024,Groceries,7,844.82,644.09,Store_1024,Mumbai,South,3027,13-05-2017,5913.74,4508.63,1405.11
11-04-2023,5796,1027,Furniture,3,1288.12,976.72,Store_1027,Hyderabad,South,4134,17-10-2017,3864.36,2930.16,934.2
17-03-2023,5797,1004,Groceries,5,1394.72,1380.95,Store_1004,Kolkata,North,1337,24-06-2022,6973.6,6904.75,68.85
04-05-2023,5798,1024,Sports,18,1581.86,942.18,Store_1024,Mumbai,South,3027,13-05-2017,28473.48,16959.24,11514.24
16-04-2023,5799,1023,Clothing,17,1206.99,1289.41,Store_1023,Hyderabad,West,2152,24-01-2019,20518.83,21919.97,-1401.14
18-04-2023,5800,1029,Groceries,1,540.07,208.71,Store_1029,Delhi,West,2522,07-04-2020,540.07,208.71,331.36
03-09-2023,5801,1034,Groceries,16,1784.04,339.47,Store_1034,Hyderabad,South,3336,06-08-2019,28544.64,5431.52,23113.12
19-03-2023,5802,1021,Furniture,15,1631.66,1456.33,Store_1021,Kolkata,South,3568,25-02-2020,24474.9,21844.95,2629.95
08-11-2023,5803,1030,Sports,13,362.1,1334.48,Store_1030,Bangalore,South,3640,24-10-2019,4707.3,17348.24,-12640.94
13-11-2023,5804,1026,Electronics,7,1661.7,375.78,Store_1026,Kolkata,South,2495,17-07-2016,11631.9,2630.46,9001.44
14-05-2023,5805,1020,Electronics,3,1946.66,942.83,Store_1020,Hyderabad,West,4910,04-11-2017,5839.98,2828.49,3011.49
12-09-2023,5806,1016,Clothing,13,1292.58,563.07,Store_1016,Hyderabad,East,3062,20-05-2017,16803.54,7319.91,9483.63
11-01-2023,5807,1003,Sports,16,599.52,718.84,Store_1003,Bangalore,South,4820,16-11-2020,9592.32,11501.44,-1909.12
24-05-2023,5808,1049,Groceries,1,1232.86,1295.49,Store_1049,Delhi,South,1502,06-03-2017,1232.86,1295.49,-62.63
12-07-2023,5809,1037,Electronics,1,717.94,1111.5,Store_1037,Pune,South,4561,25-11-2017,717.94,1111.5,-393.56
04-02-2024,5810,1040,Clothing,16,1368.1,380.51,Store_1040,Hyderabad,South,3088,19-09-2019,21889.6,6088.16,15801.44
11-12-2023,5811,1044,Sports,2,1112.36,494.51,Store_1044,Bangalore,West,2863,22-06-2022,2224.72,989.02,1235.7
31-07-2023,5812,1025,Clothing,18,1862.51,455.87,Store_1025,Pune,South,3695,22-08-2022,33525.18,8205.66,25319.52
07-06-2023,5813,1023,Electronics,18,1254.92,1177.57,Store_1023,Hyderabad,West,2152,24-01-2019,22588.56,21196.26,1392.3
16-01-2024,5814,1044,Furniture,5,467.26,750.43,Store_1044,Bangalore,West,2863,22-06-2022,2336.3,3752.15,-1415.85
30-11-2023,5815,1001,Furniture,5,1463.96,1427.56,Store_1001,Hyderabad,South,4796,18-10-2019,7319.8,7137.8,182
02-01-2024,5816,1033,Sports,8,636.71,1230.53,Store_1033,Hyderabad,South,1418,28-08-2022,5093.68,9844.24,-4750.56
25-09-2023,5817,1015,Clothing,9,581.16,340.46,Store_1015,Mumbai,West,2180,02-02-2016,5230.44,3064.14,2166.3
31-05-2023,5818,1017,Groceries,14,813.96,1185.34,Store_1017,Pune,East,4884,13-10-2022,11395.44,16594.76,-5199.32
01-04-2023,5819,1034,Electronics,13,73.39,773.94,Store_1034,Hyderabad,South,3336,06-08-2019,954.07,10061.22,-9107.15
09-02-2024,5820,1017,Furniture,18,1939.82,402.95,Store_1017,Pune,East,4884,13-10-2022,34916.76,7253.1,27663.66
01-10-2023,5821,1041,Furniture,4,1088.05,564.1,Store_1041,Delhi,East,4099,24-08-2023,4352.2,2256.4,2095.8
19-04-2023,5822,1044,Clothing,18,1558.31,1459.03,Store_1044,Bangalore,West,2863,22-06-2022,28049.58,26262.54,1787.04
21-04-2023,5823,1004,Furniture,15,552.81,741.42,Store_1004,Kolkata,North,1337,24-06-2022,8292.15,11121.3,-2829.15
11-09-2023,5824,1013,Clothing,7,1505.91,1087.82,Store_1013,Pune,West,1492,17-05-2016,10541.37,7614.74,2926.63
02-11-2023,5825,1004,Electronics,13,1155.98,731.32,Store_1004,Kolkata,North,1337,24-06-2022,15027.74,9507.16,5520.58
31-03-2023,5826,1007,Clothing,2,877.08,576.19,Store_1007,Bangalore,South,1791,20-04-2019,1754.16,1152.38,601.78
09-06-2023,5827,1046,Furniture,9,1942.8,1200.74,Store_1046,Delhi,East,3977,17-05-2019,17485.2,10806.66,6678.54
13-12-2023,5828,1009,Clothing,5,1013,1277.04,Store_1009,Bangalore,West,3264,14-04-2022,5065,6385.2,-1320.2
02-07-2023,5829,1023,Furniture,1,1332.04,135.68,Store_1023,Hyderabad,West,2152,24-01-2019,1332.04,135.68,1196.36
24-02-2023,5830,1033,Sports,19,79.92,440.1,Store_1033,Hyderabad,South,1418,28-08-2022,1518.48,8361.9,-6843.42
07-07-2023,5831,1033,Furniture,19,637.84,776.57,Store_1033,Hyderabad,South,1418,28-08-2022,12118.96,14754.83,-2635.87
21-02-2023,5832,1020,Furniture,13,1782.95,495.25,Store_1020,Hyderabad,West,4910,04-11-2017,23178.35,6438.25,16740.1
17-02-2023,5833,1004,Furniture,6,1529.97,1181.87,Store_1004,Kolkata,North,1337,24-06-2022,9179.82,7091.22,2088.6
13-11-2023,5834,1001,Sports,10,1096.67,198.66,Store_1001,Hyderabad,South,4796,18-10-2019,10966.7,1986.6,8980.1
24-02-2023,5835,1042,Groceries,11,1805.31,1202.76,Store_1042,Bangalore,West,3182,25-12-2019,19858.41,13230.36,6628.05
21-03-2023,5836,1034,Furniture,16,998.13,938.29,Store_1034,Hyderabad,South,3336,06-08-2019,15970.08,15012.64,957.44
03-12-2023,5837,1027,Groceries,1,1154.69,455.37,Store_1027,Hyderabad,South,4134,17-10-2017,1154.69,455.37,699.32
